String_Type,Window_m,Unique_Substrings_Sm,LZ77_z,Theoretical_Bound_mz,Ratio
Worst-Case,1511,4000,616,930776,0.004297489406688612
DNA,1512,3518,20,30240,0.11633597883597883
Worst-Case,1512,4000,616,931392,0.004294647151790009
DNA,1513,3519,20,30260,0.11629213483146067
Worst-Case,1513,4000,616,932008,0.00429180865400297
DNA,1514,3520,20,30280,0.11624834874504623
Worst-Case,1514,4000,616,932624,0.004288973905882757
DNA,1515,3521,20,30300,0.1162046204620462
Worst-Case,1515,4000,616,933240,0.004286142900004286
DNA,1516,3522,20,30320,0.11616094986807388
Worst-Case,1516,4000,616,933856,0.004283315628962067
DNA,1517,3523,20,30340,0.11611733684904417
Worst-Case,1517,4000,616,934472,0.004280492085370134
DNA,1518,3524,20,30360,0.1160737812911726
Worst-Case,1518,4000,616,935088,0.004277672261861985
DNA,1519,3525,20,30380,0.11603028308097432
Worst-Case,1519,4000,616,935704,0.004274856151090516
DNA,1520,3526,20,30400,0.11598684210526315
Worst-Case,1520,4000,616,936320,0.0042720437457279565
DNA,1521,3527,20,30420,0.11594345825115056
Worst-Case,1521,4000,616,936936,0.0042692350384658075
DNA,1522,3528,20,30440,0.11590013140604467
Worst-Case,1522,4000,616,937552,0.004266430022014779
DNA,1523,3529,20,30460,0.11585686145764938
Worst-Case,1523,4000,616,938168,0.004263628689104723
DNA,1524,3530,20,30480,0.11581364829396325
Worst-Case,1524,4000,616,938784,0.0042608310324845754
DNA,1525,3531,20,30500,0.11577049180327868
Worst-Case,1525,4000,616,939400,0.004258037044922291
DNA,1526,3532,20,30520,0.11572739187418087
Worst-Case,1526,4000,616,940016,0.00425524671920478
DNA,1527,3533,20,30540,0.11568434839554682
Worst-Case,1527,4000,616,940632,0.0042524600481378474
DNA,1528,3534,20,30560,0.1156413612565445
Worst-Case,1528,4000,616,941248,0.0042496770245461345
DNA,1529,3535,20,30580,0.11559843034663178
Worst-Case,1529,4000,616,941864,0.00424689764127305
DNA,1530,3536,20,30600,0.11555555555555555
Worst-Case,1530,4000,616,942480,0.004244121891180714
DNA,1531,3537,20,30620,0.11551273677335075
Worst-Case,1531,4000,616,943096,0.004241349767149898
DNA,1532,3538,20,30640,0.11546997389033943
Worst-Case,1532,4000,616,943712,0.004238581262079957
DNA,1533,3539,20,30660,0.11542726679712981
Worst-Case,1533,4000,616,944328,0.004235816368888776
DNA,1534,3540,20,30680,0.11538461538461539
Worst-Case,1534,4000,616,944944,0.004233055080512708
DNA,1535,3541,20,30700,0.11534201954397394
Worst-Case,1535,4000,616,945560,0.004230297389906511
DNA,1536,3542,20,30720,0.11529947916666666
Worst-Case,1536,4000,616,946176,0.00422754329004329
DNA,1537,3543,20,30740,0.11525699414443721
Worst-Case,1537,4000,616,946792,0.004224792773914439
DNA,1538,3544,20,30760,0.1152145643693108
Worst-Case,1538,4000,616,947408,0.00422204583452958
DNA,1539,3545,20,30780,0.11517218973359324
Worst-Case,1539,4000,616,948024,0.0042193024649165
DNA,1540,3546,20,30800,0.11512987012987012
Worst-Case,1540,4000,616,948640,0.004216562658121099
DNA,1541,3547,20,30820,0.11508760545100584
Worst-Case,1541,4000,616,949256,0.004213826407207329
DNA,1542,3548,20,30840,0.11504539559014267
Worst-Case,1542,4000,616,949872,0.0042110937052571296
DNA,1543,3549,20,30860,0.11500324044069994
Worst-Case,1543,4000,616,950488,0.004208364545370378
DNA,1544,3550,20,30880,0.11496113989637306
Worst-Case,1544,4000,616,951104,0.004205638920664828
DNA,1545,3551,20,30900,0.11491909385113269
Worst-Case,1545,4000,616,951720,0.004202916824276048
DNA,1546,3552,20,30920,0.1148771021992238
Worst-Case,1546,4000,616,952336,0.004200198249357369
DNA,1547,3553,20,30940,0.11483516483516483
Worst-Case,1547,4000,616,952952,0.004197483189079827
DNA,1548,3554,20,30960,0.11479328165374678
Worst-Case,1548,4000,616,953568,0.004194771636632102
DNA,1549,3555,20,30980,0.11475145255003227
Worst-Case,1549,4000,616,954184,0.004192063585220461
DNA,1550,3556,20,31000,0.11470967741935484
Worst-Case,1550,4000,616,954800,0.0041893590280687055
DNA,1551,3557,20,31020,0.11466795615731785
Worst-Case,1551,4000,616,955416,0.004186657958418113
DNA,1552,3558,20,31040,0.11462628865979381
Worst-Case,1552,4000,616,956032,0.00418396036952738
DNA,1553,3559,20,31060,0.11458467482292338
Worst-Case,1553,4000,616,956648,0.004181266254672565
DNA,1554,3560,20,31080,0.11454311454311454
Worst-Case,1554,4000,616,957264,0.004178575607147036
DNA,1555,3561,20,31100,0.1145016077170418
Worst-Case,1555,4000,616,957880,0.004175888420261411
DNA,1556,3562,20,31120,0.11446015424164524
Worst-Case,1556,4000,616,958496,0.004173204687343505
DNA,1557,3563,20,31140,0.11441875401412974
Worst-Case,1557,4000,616,959112,0.004170524401738275
DNA,1558,3564,20,31160,0.11437740693196406
Worst-Case,1558,4000,616,959728,0.004167847556807762
DNA,1559,3565,20,31180,0.11433611289288005
Worst-Case,1559,4000,616,960344,0.004165174145931041
DNA,1560,3566,20,31200,0.1142948717948718
Worst-Case,1560,4000,616,960960,0.004162504162504163
DNA,1561,3567,20,31220,0.11425368353619475
Worst-Case,1561,4000,616,961576,0.004159837599940098
DNA,1562,3568,20,31240,0.11421254801536491
Worst-Case,1562,4000,616,962192,0.00415717445166869
DNA,1563,3569,20,31260,0.11417146513115803
Worst-Case,1563,4000,616,962808,0.004154514711136592
DNA,1564,3570,20,31280,0.11413043478260869
Worst-Case,1564,4000,616,963424,0.004151858371807221
DNA,1565,3571,20,31300,0.11408945686900958
Worst-Case,1565,4000,616,964040,0.004149205427160699
DNA,1566,3572,20,31320,0.1140485312899106
Worst-Case,1566,4000,616,964656,0.0041465558706938015
DNA,1567,3573,20,31340,0.11400765794511807
Worst-Case,1567,4000,616,965272,0.004143909695919906
DNA,1568,3574,20,31360,0.11396683673469388
Worst-Case,1568,4000,616,965888,0.004141266896368937
DNA,1569,3575,20,31380,0.11392606755895475
Worst-Case,1569,4000,616,966504,0.004138627465587312
DNA,1570,3576,20,31400,0.11388535031847134
Worst-Case,1570,4000,616,967120,0.004135991397137894
DNA,1571,3577,20,31420,0.11384468491406748
Worst-Case,1571,4000,616,967736,0.0041333586845999325
DNA,1572,3578,20,31440,0.11380407124681934
Worst-Case,1572,4000,616,968352,0.004130729321569016
DNA,1573,3579,20,31460,0.11376350921805467
Worst-Case,1573,4000,616,968968,0.004128103301657021
DNA,1574,3580,20,31480,0.11372299872935197
Worst-Case,1574,4000,616,969584,0.004125480618492054
DNA,1575,3581,20,31500,0.11368253968253968
Worst-Case,1575,4000,616,970200,0.0041228612657184084
DNA,1576,3582,20,31520,0.11364213197969543
Worst-Case,1576,4000,616,970816,0.004120245236996506
DNA,1577,3583,20,31540,0.11360177552314521
Worst-Case,1577,4000,616,971432,0.004117632526002849
DNA,1578,3584,20,31560,0.11356147021546262
Worst-Case,1578,4000,616,972048,0.00411502312642997
DNA,1579,3585,20,31580,0.11352121595946801
Worst-Case,1579,4000,616,972664,0.00411241703198638
DNA,1580,3586,20,31600,0.11348101265822785
Worst-Case,1580,4000,616,973280,0.004109814236396515
DNA,1581,3587,20,31620,0.11344086021505376
Worst-Case,1581,4000,616,973896,0.004107214733400691
DNA,1582,3588,20,31640,0.1134007585335019
Worst-Case,1582,4000,616,974512,0.004104618516755053
DNA,1583,3589,20,31660,0.11336070751737208
Worst-Case,1583,4000,616,975128,0.004102025580231519
DNA,1584,3590,20,31680,0.11332070707070707
Worst-Case,1584,4000,616,975744,0.0040994359176177355
DNA,1585,3591,20,31700,0.1132807570977918
Worst-Case,1585,4000,616,976360,0.004096849522717031
DNA,1586,3592,20,31720,0.11324085750315259
Worst-Case,1586,4000,616,976976,0.0040942663893483566
DNA,1587,3593,20,31740,0.1132010081915564
Worst-Case,1587,4000,616,977592,0.004091686511346246
DNA,1588,3594,20,31760,0.11316120906801008
Worst-Case,1588,4000,616,978208,0.0040891098825607645
DNA,1589,3595,20,31780,0.1131214600377596
Worst-Case,1589,4000,616,978824,0.004086536496857454
DNA,1590,3596,20,31800,0.1130817610062893
Worst-Case,1590,4000,616,979440,0.004083966348117292
DNA,1591,3597,20,31820,0.11304211187932119
Worst-Case,1591,4000,616,980056,0.004081399430236639
DNA,1592,3598,20,31840,0.11300251256281407
Worst-Case,1592,4000,616,980672,0.004078835737127195
DNA,1593,3599,20,31860,0.11296296296296296
Worst-Case,1593,4000,616,981288,0.004076275262715941
DNA,1594,3600,20,31880,0.11292346298619825
Worst-Case,1594,4000,616,981904,0.004073718000945103
DNA,1595,3601,20,31900,0.11288401253918495
Worst-Case,1595,4000,616,982520,0.004071163945772096
DNA,1596,3602,20,31920,0.11284461152882205
Worst-Case,1596,4000,616,983136,0.004068613091169482
DNA,1597,3603,20,31940,0.1128052598622417
Worst-Case,1597,4000,616,983752,0.004066065431124918
DNA,1598,3604,20,31960,0.1127659574468085
Worst-Case,1598,4000,616,984368,0.00406352095964111
DNA,1599,3605,20,31980,0.11272670419011882
Worst-Case,1599,4000,616,984984,0.004060979670735768
DNA,1600,3606,20,32000,0.1126875
Worst-Case,1600,4000,616,985600,0.004058441558441558
DNA,1601,3607,20,32020,0.11264834478450968
Worst-Case,1601,4000,616,986216,0.004055906616806055
DNA,1602,3608,20,32040,0.11260923845193509
Worst-Case,1602,4000,616,986832,0.004053374839891694
DNA,1603,3609,20,32060,0.11257018091079227
Worst-Case,1603,4000,616,987448,0.004050846221775729
DNA,1604,3610,20,32080,0.11253117206982544
Worst-Case,1604,4000,616,988064,0.004048320756550183
DNA,1605,3611,20,32100,0.11249221183800623
Worst-Case,1605,4000,616,988680,0.004045798438321803
DNA,1606,3612,20,32120,0.112453300124533
Worst-Case,1606,4000,616,989296,0.004043279261212013
DNA,1607,3613,20,32140,0.11241443683883012
Worst-Case,1607,4000,616,989912,0.004040763219356872
DNA,1608,3614,20,32160,0.11237562189054727
Worst-Case,1608,4000,616,990528,0.004038250306907023
DNA,1609,3615,20,32180,0.11233685518955873
Worst-Case,1609,4000,616,991144,0.004035740518027653
DNA,1610,3616,20,32200,0.11229813664596273
Worst-Case,1610,4000,616,991760,0.0040332338468984435
DNA,1611,3617,20,32220,0.1122594661700807
Worst-Case,1611,4000,616,992376,0.004030730287713528
DNA,1612,3618,20,32240,0.11222084367245658
Worst-Case,1612,4000,616,992992,0.004028229834681448
DNA,1613,3619,20,32260,0.11218226906385617
Worst-Case,1613,4000,616,993608,0.0040257324820251045
DNA,1614,3620,20,32280,0.11214374225526642
Worst-Case,1614,4000,616,994224,0.004023238223981719
DNA,1615,3621,20,32300,0.11210526315789474
Worst-Case,1615,4000,616,994840,0.004020747054802782
DNA,1616,3622,20,32320,0.11206683168316832
Worst-Case,1616,4000,616,995456,0.004018258968754018
DNA,1617,3623,20,32340,0.11202844774273346
Worst-Case,1617,4000,616,996072,0.004015773960115333
DNA,1618,3624,20,32360,0.11199011124845488
Worst-Case,1618,4000,616,996688,0.004013292023180775
DNA,1619,3625,20,32380,0.11195182211241507
Worst-Case,1619,4000,616,997304,0.004010813152258489
DNA,1620,3626,20,32400,0.11191358024691359
Worst-Case,1620,4000,616,997920,0.004008337341670675
DNA,1621,3627,20,32420,0.11187538556446638
Worst-Case,1621,4000,616,998536,0.004005864585753543
DNA,1622,3628,20,32440,0.11183723797780518
Worst-Case,1622,4000,616,999152,0.004003394878857271
DNA,1623,3629,20,32460,0.11179913739987678
Worst-Case,1623,4000,616,999768,0.004000928215345961
DNA,1624,3630,20,32480,0.11176108374384236
Worst-Case,1624,4000,616,1000384,0.003998464589597595
DNA,1625,3631,20,32500,0.11172307692307692
Worst-Case,1625,4000,616,1001000,0.003996003996003996
DNA,1626,3632,20,32520,0.11168511685116851
Worst-Case,1626,4000,616,1001616,0.003993546428970783
DNA,1627,3633,20,32540,0.11164720344191764
Worst-Case,1627,4000,616,1002232,0.003991091882917328
DNA,1628,3634,20,32560,0.11160933660933661
Worst-Case,1628,4000,616,1002848,0.0039886403522767155
DNA,1629,3635,20,32580,0.11157151626764887
Worst-Case,1629,4000,616,1003464,0.003986191831495699
DNA,1630,3636,20,32600,0.11153374233128835
Worst-Case,1630,4000,616,1004080,0.003983746315034659
DNA,1631,3637,20,32620,0.11149601471489884
Worst-Case,1631,4000,616,1004696,0.003981303797367562
DNA,1632,3638,20,32640,0.11145833333333334
Worst-Case,1632,4000,616,1005312,0.00397886427298192
DNA,1633,3639,20,32660,0.11142069810165339
Worst-Case,1633,4000,616,1005928,0.0039764277363787464
DNA,1634,3640,20,32680,0.11138310893512852
Worst-Case,1634,4000,616,1006544,0.0039739941820725174
DNA,1635,3641,20,32700,0.11134556574923547
Worst-Case,1635,4000,616,1007160,0.003971563604591127
DNA,1636,3642,20,32720,0.1113080684596577
Worst-Case,1636,4000,616,1007776,0.003969135998475852
DNA,1637,3643,20,32740,0.11127061698228467
Worst-Case,1637,4000,616,1008392,0.003966711358281303
DNA,1638,3644,20,32760,0.11123321123321123
Worst-Case,1638,4000,616,1009008,0.003964289678575393
DNA,1639,3645,20,32780,0.11119585112873703
Worst-Case,1639,4000,616,1009624,0.003961870953939288
DNA,1640,3646,20,32800,0.11115853658536586
Worst-Case,1640,4000,616,1010240,0.0039594551789673745
DNA,1641,3647,20,32820,0.111121267519805
Worst-Case,1641,4000,616,1010856,0.003957042348267211
DNA,1642,3648,20,32840,0.11108404384896468
Worst-Case,1642,4000,616,1011472,0.0039546324564594965
DNA,1643,3649,20,32860,0.11104686548995739
Worst-Case,1643,4000,616,1012088,0.003952225498178024
DNA,1644,3650,20,32880,0.11100973236009733
Worst-Case,1644,4000,616,1012704,0.003949821468069643
DNA,1645,3651,20,32900,0.1109726443768997
Worst-Case,1645,4000,616,1013320,0.003947420360794221
DNA,1646,3652,20,32920,0.1109356014580802
Worst-Case,1646,4000,616,1013936,0.003945022171024601
DNA,1647,3653,20,32940,0.11089860352155434
Worst-Case,1647,4000,616,1014552,0.003942626893446565
DNA,1648,3654,20,32960,0.11086165048543689
Worst-Case,1648,4000,616,1015168,0.0039402345227587945
DNA,1649,3655,20,32980,0.11082474226804123
Worst-Case,1649,4000,616,1015784,0.003937845053672828
DNA,1650,3656,20,33000,0.11078787878787878
Worst-Case,1650,4000,616,1016400,0.003935458480913027
DNA,1651,3657,20,33020,0.11075105996365839
Worst-Case,1651,4000,616,1017016,0.0039330747992165314
DNA,1652,3658,20,33040,0.11071428571428571
Worst-Case,1652,4000,616,1017632,0.003930694003333229
DNA,1653,3659,20,33060,0.11067755595886268
Worst-Case,1653,4000,616,1018248,0.003928316088025707
DNA,1654,3660,20,33080,0.11064087061668681
Worst-Case,1654,4000,616,1018864,0.003925941048069222
DNA,1655,3661,20,33100,0.11060422960725076
Worst-Case,1655,4000,616,1019480,0.003923568878251658
DNA,1656,3662,20,33120,0.11056763285024154
Worst-Case,1656,4000,616,1020096,0.003921199573373486
DNA,1657,3663,20,33140,0.11053108026554014
Worst-Case,1657,4000,616,1020712,0.003918833128247733
DNA,1658,3664,20,33160,0.11049457177322075
Worst-Case,1658,4000,616,1021328,0.0039164695376999355
DNA,1659,3665,20,33180,0.11045810729355034
Worst-Case,1659,4000,616,1021944,0.0039141087965681096
DNA,1660,3666,20,33200,0.11042168674698795
Worst-Case,1660,4000,616,1022560,0.003911750899702707
DNA,1661,3667,20,33220,0.11038531005418423
Worst-Case,1661,4000,616,1023176,0.003909395841966583
DNA,1662,3668,20,33240,0.11034897713598074
Worst-Case,1662,4000,616,1023792,0.003907043618234954
DNA,1663,3669,20,33260,0.11031268791340951
Worst-Case,1663,4000,616,1024408,0.003904694223395366
DNA,1664,3670,20,33280,0.1102764423076923
Worst-Case,1664,4000,616,1025024,0.0039023476523476525
DNA,1665,3671,20,33300,0.11024024024024023
Worst-Case,1665,4000,616,1025640,0.0039000039000039
DNA,1666,3672,20,33320,0.11020408163265306
Worst-Case,1666,4000,616,1026256,0.0038976629612884114
DNA,1667,3673,20,33340,0.11016796640671865
Worst-Case,1667,4000,616,1026872,0.0038953248311376686
DNA,1668,3674,20,33360,0.11013189448441248
Worst-Case,1668,4000,616,1027488,0.003892989504500296
DNA,1669,3675,20,33380,0.11009586578789694
Worst-Case,1669,4000,616,1028104,0.0038906569763370244
DNA,1670,3676,20,33400,0.11005988023952096
Worst-Case,1670,4000,616,1028720,0.003888327241620655
DNA,1671,3677,20,33420,0.11002393776181928
Worst-Case,1671,4000,616,1029336,0.0038860002953360223
DNA,1672,3678,20,33440,0.10998803827751197
Worst-Case,1672,4000,616,1029952,0.00388367613247996
DNA,1673,3679,20,33460,0.10995218170950388
Worst-Case,1673,4000,616,1030568,0.003881354748061263
DNA,1674,3680,20,33480,0.10991636798088411
Worst-Case,1674,4000,616,1031184,0.003879036137100653
DNA,1675,3681,20,33500,0.10988059701492538
Worst-Case,1675,4000,616,1031800,0.0038767202946307423
DNA,1676,3682,20,33520,0.10984486873508353
Worst-Case,1676,4000,616,1032416,0.0038744072156959987
DNA,1677,3683,20,33540,0.10980918306499701
Worst-Case,1677,4000,616,1033032,0.0038720968953527093
DNA,1678,3684,20,33560,0.10977353992848629
Worst-Case,1678,4000,616,1033648,0.0038697893286689473
DNA,1679,3685,20,33580,0.1097379392495533
Worst-Case,1679,4000,616,1034264,0.0038674845107245347
DNA,1680,3686,20,33600,0.10970238095238095
Worst-Case,1680,4000,616,1034880,0.003865182436611008
DNA,1681,3687,20,33620,0.10966686496133254
Worst-Case,1681,4000,616,1035496,0.0038628831014315846
DNA,1682,3688,20,33640,0.10963139120095125
Worst-Case,1682,4000,616,1036112,0.0038605865003011257
DNA,1683,3689,20,33660,0.1095959595959596
Worst-Case,1683,4000,616,1036728,0.0038582926283461045
DNA,1684,3690,20,33680,0.10956057007125891
Worst-Case,1684,4000,616,1037344,0.0038560014807045686
DNA,1685,3691,20,33700,0.10952522255192879
Worst-Case,1685,4000,616,1037960,0.003853713052526109
DNA,1686,3692,20,33720,0.10948991696322657
Worst-Case,1686,4000,616,1038576,0.003851427338971823
DNA,1687,3693,20,33740,0.10945465323058684
Worst-Case,1687,4000,616,1039192,0.0038491443352142818
DNA,1688,3694,20,33760,0.10941943127962085
Worst-Case,1688,4000,616,1039808,0.003846864036437496
DNA,1689,3695,20,33780,0.10938425103611604
Worst-Case,1689,4000,616,1040424,0.003844586437836882
DNA,1690,3696,20,33800,0.1093491124260355
Worst-Case,1690,4000,616,1041040,0.003842311534619227
DNA,1691,3697,20,33820,0.10931401537551745
Worst-Case,1691,4000,616,1041656,0.003840039322002657
DNA,1692,3698,20,33840,0.10927895981087471
Worst-Case,1692,4000,616,1042272,0.003837769795216604
DNA,1693,3699,20,33860,0.10924394565859422
Worst-Case,1693,4000,616,1042888,0.003835502949501768
DNA,1694,3700,20,33880,0.10920897284533648
Worst-Case,1694,4000,616,1043504,0.0038332387801100908
DNA,1695,3701,20,33900,0.1091740412979351
Worst-Case,1695,4000,616,1044120,0.003830977282304716
DNA,1696,3702,20,33920,0.10913915094339623
Worst-Case,1696,4000,616,1044736,0.0038287184513599607
DNA,1697,3703,20,33940,0.10910430170889805
Worst-Case,1697,4000,616,1045352,0.003826462282561281
DNA,1698,3704,20,33960,0.10906949352179034
Worst-Case,1698,4000,616,1045968,0.0038242087712052376
DNA,1699,3705,20,33980,0.10903472630959388
Worst-Case,1699,4000,616,1046584,0.0038219579125994664
DNA,1700,3706,20,34000,0.109
Worst-Case,1700,4000,616,1047200,0.0038197097020626434
DNA,1701,3707,20,34020,0.10896531452087008
Worst-Case,1701,4000,616,1047816,0.0038174641349244523
DNA,1702,3708,20,34040,0.10893066980023501
Worst-Case,1702,4000,616,1048432,0.003815221206525554
DNA,1703,3709,20,34060,0.10889606576629478
Worst-Case,1703,4000,616,1049048,0.0038129809122175533
DNA,1704,3710,20,34080,0.10886150234741784
Worst-Case,1704,4000,616,1049664,0.0038107432473629657
DNA,1705,3711,20,34100,0.10882697947214076
Worst-Case,1705,4000,616,1050280,0.0038085082073351867
DNA,1706,3712,20,34120,0.10879249706916765
Worst-Case,1706,4000,616,1050896,0.0038062757875184606
DNA,1707,3713,20,34140,0.10875805506736966
Worst-Case,1707,4000,616,1051512,0.0038040459833078464
DNA,1708,3714,20,34160,0.10872365339578455
Worst-Case,1708,4000,616,1052128,0.0038018187901091884
DNA,1709,3715,20,34180,0.10868929198361615
Worst-Case,1709,4000,616,1052744,0.0037995942033390833
DNA,1710,3716,20,34200,0.10865497076023392
Worst-Case,1710,4000,616,1053360,0.00379737221842485
DNA,1711,3717,20,34220,0.10862068965517241
Worst-Case,1711,4000,616,1053976,0.0037951528308044964
DNA,1712,3718,20,34240,0.10858644859813084
Worst-Case,1712,4000,616,1054592,0.0037929360359266902
DNA,1713,3719,20,34260,0.10855224751897256
Worst-Case,1713,4000,616,1055208,0.0037907218292507257
DNA,1714,3720,20,34280,0.10851808634772463
Worst-Case,1714,4000,616,1055824,0.0037885102062464957
DNA,1715,3721,20,34300,0.10848396501457726
Worst-Case,1715,4000,616,1056440,0.003786301162394457
DNA,1716,3722,20,34320,0.10844988344988345
Worst-Case,1716,4000,616,1057056,0.0037840946931856022
DNA,1717,3723,20,34340,0.10841584158415841
Worst-Case,1717,4000,616,1057672,0.0037818907941214288
DNA,1718,3724,20,34360,0.10838183934807916
Worst-Case,1718,4000,616,1058288,0.0037796894607139077
DNA,1719,3725,20,34380,0.10834787667248401
Worst-Case,1719,4000,616,1058904,0.0037774906884854528
DNA,1720,3726,20,34400,0.1083139534883721
Worst-Case,1720,4000,616,1059520,0.0037752944729688917
DNA,1721,3727,20,34420,0.10828006972690296
Worst-Case,1721,4000,616,1060136,0.0037731008097074336
DNA,1722,3728,20,34440,0.10824622531939605
Worst-Case,1722,4000,616,1060752,0.003770909694254642
DNA,1723,3729,20,34460,0.10821242019733024
Worst-Case,1723,4000,616,1061368,0.0037687211221744013
DNA,1724,3730,20,34480,0.10817865429234338
Worst-Case,1724,4000,616,1061984,0.0037665350890408894
DNA,1725,3731,20,34500,0.10814492753623188
Worst-Case,1725,4000,616,1062600,0.003764351590438547
DNA,1726,3732,20,34520,0.10811123986095017
Worst-Case,1726,4000,616,1063216,0.0037621706219620474
DNA,1727,3733,20,34540,0.10807759119861031
Worst-Case,1727,4000,616,1063832,0.003759992179216267
DNA,1728,3734,20,34560,0.10804398148148148
Worst-Case,1728,4000,616,1064448,0.0037578162578162577
DNA,1729,3735,20,34580,0.10801041064198959
Worst-Case,1729,4000,616,1065064,0.003755642853387214
DNA,1730,3736,20,34600,0.10797687861271676
Worst-Case,1730,4000,616,1065680,0.003753471961564447
DNA,1731,3737,20,34620,0.10794338532640092
Worst-Case,1731,4000,616,1066296,0.0037513035779933525
DNA,1732,3738,20,34640,0.10790993071593534
Worst-Case,1732,4000,616,1066912,0.0037491376983293844
DNA,1733,3739,20,34660,0.10787651471436815
Worst-Case,1733,4000,616,1067528,0.003746974318238023
DNA,1734,3740,20,34680,0.10784313725490197
Worst-Case,1734,4000,616,1068144,0.003744813433394748
DNA,1735,3741,20,34700,0.10780979827089338
Worst-Case,1735,4000,616,1068760,0.003742655039485011
DNA,1736,3742,20,34720,0.10777649769585254
Worst-Case,1736,4000,616,1069376,0.003740499132204201
DNA,1737,3743,20,34740,0.10774323546344272
Worst-Case,1737,4000,616,1069992,0.0037383457072576246
DNA,1738,3744,20,34760,0.10771001150747986
Worst-Case,1738,4000,616,1070608,0.003736194760360468
DNA,1739,3745,20,34780,0.10767682576193215
Worst-Case,1739,4000,616,1071224,0.0037340462872377765
DNA,1740,3746,20,34800,0.10764367816091953
Worst-Case,1740,4000,616,1071840,0.0037319002836244215
DNA,1741,3747,20,34820,0.10761056863871338
Worst-Case,1741,4000,616,1072456,0.003729756745265074
DNA,1742,3748,20,34840,0.10757749712973594
Worst-Case,1742,4000,616,1073072,0.0037276156679141755
DNA,1743,3749,20,34860,0.10754446356855996
Worst-Case,1743,4000,616,1073688,0.0037254770473359113
DNA,1744,3750,20,34880,0.10751146788990826
Worst-Case,1744,4000,616,1074304,0.003723340879304182
DNA,1745,3751,20,34900,0.1074785100286533
Worst-Case,1745,4000,616,1074920,0.003721207159602575
DNA,1746,3752,20,34920,0.10744558991981673
Worst-Case,1746,4000,616,1075536,0.0037190758840243377
DNA,1747,3753,20,34940,0.10741270749856897
Worst-Case,1747,4000,616,1076152,0.003716947048372349
DNA,1748,3754,20,34960,0.10737986270022884
Worst-Case,1748,4000,616,1076768,0.0037148206484590926
DNA,1749,3755,20,34980,0.107347055460263
Worst-Case,1749,4000,616,1077384,0.0037126966801066287
DNA,1750,3756,20,35000,0.10731428571428571
Worst-Case,1750,4000,616,1078000,0.0037105751391465678
DNA,1751,3757,20,35020,0.10728155339805825
Worst-Case,1751,4000,616,1078616,0.003708456021420042
DNA,1752,3758,20,35040,0.10724885844748859
Worst-Case,1752,4000,616,1079232,0.003706339322777679
DNA,1753,3759,20,35060,0.10721620079863092
Worst-Case,1753,4000,616,1079848,0.003704225039079574
DNA,1754,3760,20,35080,0.10718358038768529
Worst-Case,1754,4000,616,1080464,0.003702113166195264
DNA,1755,3761,20,35100,0.10715099715099716
Worst-Case,1755,4000,616,1081080,0.0037000037000037
DNA,1756,3762,20,35120,0.10711845102505695
Worst-Case,1756,4000,616,1081696,0.0036978966363932194
DNA,1757,3763,20,35140,0.10708594194649972
Worst-Case,1757,4000,616,1082312,0.0036957919712615217
DNA,1758,3764,20,35160,0.10705346985210466
Worst-Case,1758,4000,616,1082928,0.003693689700515639
DNA,1759,3765,20,35180,0.10702103467879477
Worst-Case,1759,4000,616,1083544,0.003691589820071912
DNA,1760,3766,20,35200,0.10698863636363637
Worst-Case,1760,4000,616,1084160,0.0036894923258559624
DNA,1761,3767,20,35220,0.10695627484383873
Worst-Case,1761,4000,616,1084776,0.003687397213802665
DNA,1762,3768,20,35240,0.10692395005675369
Worst-Case,1762,4000,616,1085392,0.0036853044798561257
DNA,1763,3769,20,35260,0.10689166193987522
Worst-Case,1763,4000,616,1086008,0.0036832141199696503
DNA,1764,3770,20,35280,0.106859410430839
Worst-Case,1764,4000,616,1086624,0.003681126130105722
DNA,1765,3771,20,35300,0.1068271954674221
Worst-Case,1765,4000,616,1087240,0.0036790405062359735
DNA,1766,3772,20,35320,0.10679501698754247
Worst-Case,1766,4000,616,1087856,0.003676957244341163
DNA,1767,3773,20,35340,0.10676287492925864
Worst-Case,1767,4000,616,1088472,0.003674876340411145
DNA,1768,3774,20,35360,0.10673076923076923
Worst-Case,1768,4000,616,1089088,0.003672797790444849
DNA,1769,3775,20,35380,0.10669869983041266
Worst-Case,1769,4000,616,1089704,0.003670721590450251
DNA,1770,3776,20,35400,0.10666666666666667
Worst-Case,1770,4000,616,1090320,0.0036686477364443466
DNA,1771,3777,20,35420,0.10663466967814794
Worst-Case,1771,4000,616,1090936,0.00366657622445313
DNA,1772,3778,20,35440,0.10660270880361174
Worst-Case,1772,4000,616,1091552,0.003664507050511565
DNA,1773,3779,20,35460,0.1065707839819515
Worst-Case,1773,4000,616,1092168,0.003662440210663561
DNA,1774,3780,20,35480,0.10653889515219842
Worst-Case,1774,4000,616,1092784,0.003660375700961947
DNA,1775,3781,20,35500,0.10650704225352113
Worst-Case,1775,4000,616,1093400,0.003658313517468447
DNA,1776,3782,20,35520,0.10647522522522522
Worst-Case,1776,4000,616,1094016,0.0036562536562536564
DNA,1777,3783,20,35540,0.10644344400675296
Worst-Case,1777,4000,616,1094632,0.0036541961133970137
DNA,1778,3784,20,35560,0.10641169853768279
Worst-Case,1778,4000,616,1095248,0.003652140884986779
DNA,1779,3785,20,35580,0.10637998875772905
Worst-Case,1779,4000,616,1095864,0.0036500879671200076
DNA,1780,3786,20,35600,0.10634831460674157
